gender,ethnicity,birth,stark,star1,star2,star3,readk,read1,read2,read3,mathk,math1,math2,math3,lunchk,lunch1,lunch2,lunch3,schoolk,school1,school2,school3,degreek,degree1,degree2,degree3,ladderk,ladder1,ladder2,ladder3,experiencek,experience1,experience2,experience3,tethnicityk,tethnicity1,tethnicity2,tethnicity3,systemk,system1,system2,system3,schoolidk,schoolid1,schoolid2,schoolid3,student_id
female,cauc,1980 Q1,regular,regular,regular,regular,419,527,555,614,500,523,559,616,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,bachelor,bachelor,bachelor,level1,level1,notladder,level1,8,23,23,21,cauc,cauc,cauc,cauc,3,3,3,3,3,3,3,3,6586f7
female,afam,1980 Q3,regular+aide,regular,regular,regular,478,564,608,610,520,553,568,631,non-free,non-free,non-free,non-free,inner-city,suburban,suburban,suburban,bachelor,bachelor,bachelor,bachelor,level1,level1,notladder,level1,10,11,4,7,afam,cauc,afam,afam,11,11,11,11,27,20,20,20,3fcc18
male,afam,1980 Q1,regular,regular+aide,regular+aide,regular+aide,380,524,523,557,439,542,565,570,free,free,free,free,inner-city,inner-city,inner-city,inner-city,bachelor,bachelor,bachelor,master,level1,apprentice,apprentice,level2,12,1,1,11,cauc,afam,cauc,afam,18,18,18,18,45,45,45,45,d93365
male,afam,1980 Q3,regular+aide,regular,regular+aide,regular+aide,485,524,586,618,536,523,615,616,free,free,free,non-free,inner-city,inner-city,inner-city,inner-city,bachelor,bachelor,bachelor,bachelor,level1,probation,level1,level1,20,5,35,4,afam,cauc,afam,cauc,11,11,11,11,27,27,27,27,29da6d
female,afam,1979 Q3,regular+aide,regular+aide,regular+aide,regular+aide,478,472,579,641,547,515,533,603,free,free,free,free,inner-city,inner-city,inner-city,inner-city,master,bachelor,master,bachelor,apprentice,level1,level1,level1,24,35,32,18,cauc,afam,afam,afam,11,11,11,11,30,30,30,30,fd04a9
male,cauc,1979 Q4,regular,regular,regular,regular,410,472,564,583,478,538,565,618,free,free,free,free,rural,rural,rural,rural,bachelor,bachelor,bachelor,bachelor,level1,level1,level1,level1,16,10,26,17,cauc,cauc,cauc,cauc,29,29,29,29,62,62,62,62,175a1e
female,afam,1980 Q1,regular,regular,regular,regular,405,475,596,647,459,502,550,618,non-free,non-free,non-free,non-free,suburban,suburban,suburban,suburban,bachelor,bachelor,bachelor,master,level1,level1,notladder,level1,0,5,12,19,cauc,afam,cauc,afam,11,11,11,11,17,17,17,17,e9d814
female,cauc,1980 Q1,regular+aide,regular+aide,regular+aide,regular+aide,437,530,599,633,489,505,552,604,non-free,non-free,non-free,non-free,suburban,suburban,suburban,suburban,bachelor,bachelor,master,bachelor,level1,level1,level1,level1,3,27,9,8,cauc,cauc,cauc,cauc,25,25,25,25,58,58,58,58,fbc462
female,afam,1980 Q2,small,small,small,small,440,571,596,641,500,572,620,655,free,free,free,free,urban,urban,urban,urban,master,master,master,bachelor,level1,level1,level1,apprentice,14,19,12,2,cauc,cauc,cauc,cauc,26,26,26,26,59,59,59,59,fd44ce
male,cauc,1980 Q1,regular+aide,regular+aide,regular+aide,regular+aide,467,544,577,626,547,612,626,639,non-free,free,free,free,rural,rural,rural,rural,bachelor,master,bachelor,master,level2,level1,level1,level1,9,16,31,5,cauc,cauc,afam,cauc,5,5,5,5,7,7,7,7,474732
male,afam,1980 Q2,regular+aide,regular,small,small,410,477,547,620,444,515,546,608,non-free,non-free,non-free,non-free,suburban,suburban,suburban,suburban,master,bachelor,master,master,level1,probation,notladder,level1,10,2,10,10,cauc,afam,afam,afam,11,11,11,11,24,24,24,24,f2be24
female,cauc,1980 Q2,regular+aide,regular+aide,regular+aide,regular+aide,425,505,596,629,528,542,603,631,free,free,free,free,rural,rural,rural,rural,bachelor,bachelor,master,master,level1,level1,level1,level3,13,10,27,19,cauc,cauc,cauc,cauc,33,33,33,33,67,67,67,67,1169d4
female,cauc,1980 Q3,regular,regular+aide,regular+aide,regular+aide,453,558,631,693,513,535,582,634,non-free,non-free,non-free,non-free,suburban,suburban,suburban,suburban,master,bachelor,master,master,level3,probation,notladder,level1,15,3,15,21,cauc,cauc,cauc,cauc,17,17,17,17,41,41,41,41,638c53
male,cauc,1980 Q3,regular+aide,regular+aide,regular+aide,regular+aide,422,466,582,590,489,567,620,659,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,master,bachelor,master,level1,level1,level1,level2,9,11,7,17,cauc,afam,cauc,cauc,21,21,21,21,49,49,49,49,6a02c3
male,cauc,1979 Q4,small,small,small,small,416,524,614,629,494,545,587,645,free,free,free,free,rural,rural,rural,rural,master+,master,master,master,level1,level1,level1,level1,8,3,12,14,cauc,cauc,cauc,cauc,41,41,41,41,78,78,78,78,f4af5d
male,cauc,1980 Q2,regular+aide,small,small,small,428,503,538,620,506,578,568,601,non-free,free,free,free,rural,rural,rural,rural,bachelor,bachelor,bachelor,bachelor,level1,apprentice,level1,level1,15,0,9,34,cauc,cauc,cauc,cauc,19,19,19,19,47,47,47,47,c34e7f
female,cauc,1980 Q2,small,small,small,small,461,544,659,665,506,592,648,659,non-free,non-free,non-free,non-free,suburban,suburban,suburban,suburban,master,bachelor,bachelor,master,level1,level1,notladder,level1,12,23,15,20,cauc,cauc,afam,cauc,22,22,22,22,54,54,54,54,303d82
female,cauc,1980 Q1,small,small,small,small,416,558,659,670,536,572,699,711,non-free,non-free,non-free,non-free,rural,rural,rural,rural,master+,master,master,master,level1,level1,level1,level1,8,3,12,14,cauc,cauc,cauc,cauc,41,41,41,41,78,78,78,78,1ffea7
female,afam,1979 Q4,small,small,small,small,474,651,643,647,576,567,620,624,free,free,free,free,rural,rural,rural,rural,master,master,master,bachelor,level1,level1,level1,level1,6,12,14,10,cauc,cauc,cauc,cauc,36,36,36,36,72,72,72,72,f80b49
male,cauc,1980 Q2,regular,regular+aide,regular+aide,regular+aide,424,564,627,654,473,549,611,655,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,bachelor,bachelor,master,level1,level1,level1,level1,13,21,14,9,cauc,cauc,cauc,cauc,41,41,41,41,79,79,79,79,df6025
female,cauc,1980 Q3,small,small,small,small,447,495,564,647,506,535,570,618,free,free,free,free,rural,rural,rural,rural,bachelor,bachelor,master,bachelor,level1,apprentice,level2,level1,27,2,28,36,cauc,cauc,cauc,cauc,16,16,16,16,40,40,40,40,bbdd10
male,cauc,1979 Q3,regular,regular+aide,regular+aide,regular+aide,461,548,588,620,513,542,590,648,non-free,free,free,free,rural,rural,rural,rural,bachelor,master,bachelor,master,level1,level1,level1,level2,11,11,7,17,cauc,afam,cauc,cauc,21,21,21,21,49,49,49,49,773892
female,cauc,1979 Q4,regular+aide,regular+aide,regular+aide,regular+aide,461,558,588,631,626,592,579,663,non-free,free,non-free,free,rural,rural,rural,rural,bachelor,master,bachelor,master,level2,level1,level1,level1,9,16,31,5,cauc,cauc,afam,cauc,5,5,5,5,7,7,7,7,c334bd
male,cauc,1980 Q2,regular,regular+aide,regular+aide,regular+aide,413,495,550,595,449,505,570,588,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,master,bachelor,bachelor,apprentice,level1,level1,level1,2,11,6,7,cauc,cauc,afam,cauc,24,24,24,24,57,57,57,57,1f0589
male,afam,1979 Q3,regular,regular,small,small,418,497,568,629,478,529,554,612,free,free,free,free,suburban,suburban,suburban,suburban,bachelor,bachelor,bachelor,bachelor,level1,level1,level1,level1,11,7,33,15,cauc,cauc,cauc,cauc,22,22,22,22,51,51,51,51,727c4e
male,afam,1980 Q1,small,small,small,small,450,521,573,631,536,553,611,631,non-free,free,free,free,inner-city,inner-city,inner-city,inner-city,bachelor,bachelor,bachelor,master,probation,level1,level1,level2,9,6,14,33,afam,afam,afam,afam,11,11,11,11,22,22,22,22,ff3828
male,afam,1980 Q1,regular+aide,regular+aide,regular+aide,regular+aide,510,564,631,604,626,502,596,610,non-free,non-free,non-free,non-free,rural,rural,rural,rural,master,bachelor,master,master,level1,notladder,notladder,level1,8,23,20,19,cauc,cauc,cauc,afam,38,38,38,38,74,74,74,74,aafab1
female,cauc,1980 Q2,small,small,small,small,478,651,627,636,513,567,615,645,non-free,non-free,non-free,non-free,suburban,suburban,suburban,suburban,master,bachelor,bachelor,bachelor,level1,level1,probation,level1,8,6,3,19,cauc,cauc,cauc,cauc,25,25,25,25,58,58,58,58,3a29ca
female,cauc,1980 Q1,small,small,small,small,460,604,650,675,536,592,659,691,non-free,free,non-free,non-free,rural,rural,rural,rural,master,master,master,master,level1,level1,level1,level1,5,11,18,10,cauc,cauc,cauc,cauc,12,12,12,12,35,35,35,35,bd14ba
female,cauc,1979 Q2,regular,regular,regular,regular,447,519,554,606,500,549,572,596,non-free,non-free,non-free,non-free,suburban,suburban,suburban,suburban,bachelor,master,bachelor,master,level1,level1,level1,level2,15,5,23,9,cauc,cauc,cauc,cauc,12,12,12,12,36,36,36,36,4abddc
female,cauc,1980 Q3,regular+aide,regular+aide,regular+aide,regular+aide,416,501,643,606,449,505,607,604,free,free,free,free,rural,rural,rural,rural,master,master,bachelor,bachelor,level1,level1,level1,level1,8,18,6,17,cauc,cauc,cauc,cauc,14,14,14,14,38,38,38,38,196a76
male,cauc,1979 Q4,regular+aide,small,small,small,408,509,614,618,494,553,587,610,non-free,non-free,non-free,non-free,suburban,suburban,suburban,suburban,bachelor,bachelor,bachelor,bachelor,level1,apprentice,level1,level1,7,0,14,6,cauc,cauc,cauc,cauc,4,4,4,4,4,4,4,4,0891b8
male,cauc,1979 Q4,regular,regular+aide,regular+aide,regular+aide,437,501,577,608,536,532,596,624,non-free,non-free,free,free,rural,rural,rural,rural,bachelor,bachelor,master,master,probation,level1,level1,level3,0,10,27,19,cauc,cauc,cauc,cauc,33,33,33,33,67,67,67,67,f89a6d
male,cauc,1979 Q4,regular+aide,regular+aide,regular+aide,regular+aide,453,519,557,582,478,535,541,608,free,free,non-free,non-free,rural,rural,rural,rural,bachelor,bachelor,bachelor,master,level1,level1,notladder,level1,13,16,4,14,cauc,cauc,afam,cauc,8,8,8,8,11,11,11,11,da8fe7
male,cauc,1980 Q1,regular+aide,regular+aide,regular+aide,regular+aide,440,514,569,622,484,545,550,614,non-free,non-free,non-free,non-free,rural,rural,rural,rural,master,bachelor,master,master,level1,notladder,level1,level1,8,23,21,36,cauc,cauc,afam,cauc,38,38,38,38,74,74,74,74,84dcbd
female,cauc,1980 Q3,regular+aide,regular,regular+aide,regular+aide,472,571,732,639,513,578,699,678,free,free,free,free,rural,rural,rural,rural,master,bachelor,bachelor,bachelor,level1,level1,level1,level1,8,19,6,17,cauc,cauc,cauc,cauc,14,14,14,14,38,38,38,38,6.93E+08
male,cauc,1980 Q2,small,small,small,small,478,651,709,686,626,612,674,691,free,non-free,non-free,non-free,rural,rural,rural,rural,master,master,master,bachelor,level1,level1,level1,level1,6,12,14,10,cauc,cauc,cauc,cauc,36,36,36,36,72,72,72,72,7bad26
male,afam,1979 Q4,small,small,small,small,442,483,524,600,520,545,579,624,free,free,free,free,inner-city,inner-city,inner-city,inner-city,bachelor,bachelor,bachelor,master,level1,probation,probation,level1,6,0,1,14,cauc,afam,cauc,afam,11,11,11,11,31,31,31,31,1dfe63
male,cauc,1980 Q2,small,small,small,small,453,471,560,616,489,515,574,610,non-free,free,free,free,suburban,suburban,suburban,suburban,master,bachelor,bachelor,bachelor,level1,level1,level1,level1,4,18,15,12,cauc,cauc,cauc,cauc,18,18,18,18,46,46,46,46,fa2f21
male,cauc,1980 Q1,small,small,small,small,495,629,643,661,602,601,639,711,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,master,master,bachelor,level1,level3,level1,level1,4,26,9,5,cauc,cauc,cauc,cauc,5,5,5,5,7,7,7,7,77ede6
female,cauc,1980 Q2,regular,regular,small,small,485,629,643,629,602,653,648,678,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,bachelor,master,bachelor,level1,level1,level1,level1,8,15,14,10,cauc,cauc,cauc,cauc,36,36,36,36,72,72,72,72,8a7013
female,afam,1980 Q2,small,small,small,small,431,571,564,641,444,512,546,582,non-free,non-free,non-free,non-free,suburban,suburban,suburban,suburban,bachelor,bachelor,bachelor,bachelor,level1,apprentice,level1,level1,21,3,4,13,cauc,cauc,cauc,afam,11,11,11,11,20,20,20,20,22cb98
male,afam,1979 Q4,small,small,small,regular,413,530,557,557,478,505,577,576,free,free,non-free,free,inner-city,inner-city,inner-city,inner-city,bachelor,master,bachelor,master,probation,level1,level1,level3,1,17,5,14,cauc,cauc,cauc,cauc,11,11,11,11,27,27,27,27,18d3f5
female,afam,1980 Q3,small,small,small,small,416,512,593,624,520,526,584,620,free,free,free,free,inner-city,inner-city,inner-city,inner-city,bachelor,master,bachelor,bachelor,probation,level1,notladder,level1,9,9,2,8,afam,afam,afam,afam,11,11,11,11,22,22,22,22,1ed6a1
male,cauc,1980 Q3,small,small,small,small,408,503,557,587,449,553,590,594,free,free,free,free,rural,rural,rural,rural,master,bachelor,bachelor,bachelor,pending,apprentice,level1,level1,11,0,9,34,cauc,cauc,cauc,cauc,19,19,19,19,47,47,47,47,26d855
female,cauc,1980 Q1,small,small,small,small,440,483,573,650,576,500,568,629,non-free,non-free,non-free,non-free,rural,rural,rural,rural,master,bachelor,bachelor,bachelor,level1,level1,probation,level1,9,5,0,15,cauc,cauc,cauc,cauc,9,9,9,9,12,12,12,12,e76809
male,cauc,1980 Q2,regular+aide,regular+aide,regular+aide,regular+aide,445,519,608,650,528,542,611,726,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,bachelor,bachelor,bachelor,level1,level1,level1,level1,12,39,9,16,cauc,cauc,cauc,cauc,9,9,9,9,12,12,12,12,81f71f
male,afam,1980 Q3,regular,regular+aide,regular+aide,regular+aide,400,439,547,542,494,456,517,546,free,free,free,free,inner-city,inner-city,inner-city,inner-city,bachelor,bachelor,master,bachelor,level1,level1,level1,level1,10,35,32,18,afam,afam,afam,afam,11,11,11,11,30,30,30,30,7a17b7
female,afam,1980 Q2,regular,regular,regular,regular+aide,474,527,591,657,602,518,568,634,non-free,non-free,non-free,non-free,suburban,suburban,suburban,suburban,bachelor,bachelor,bachelor,master,level1,apprentice,level1,level1,20,2,2,20,afam,cauc,afam,afam,11,11,11,11,23,23,23,23,5f8c40
male,cauc,1979 Q4,regular,regular+aide,regular+aide,regular+aide,424,492,544,618,506,526,565,597,free,free,free,free,rural,rural,rural,rural,master,bachelor,bachelor,bachelor,level1,apprentice,notladder,probation,5,2,19,0,cauc,cauc,cauc,cauc,19,19,19,19,47,47,47,47,c127ce
female,cauc,1980 Q3,regular,regular+aide,regular+aide,regular+aide,419,519,562,626,468,520,577,614,non-free,non-free,non-free,non-free,rural,rural,rural,rural,master,bachelor,bachelor,bachelor,level1,apprentice,notladder,probation,5,2,19,0,cauc,cauc,cauc,cauc,19,19,19,19,47,47,47,47,872db4
male,cauc,1980 Q2,regular+aide,regular+aide,regular+aide,regular+aide,434,501,547,565,559,584,590,620,free,non-free,non-free,free,rural,rural,rural,rural,bachelor,master,bachelor,bachelor,level2,level1,level1,probation,9,9,8,0,cauc,cauc,cauc,cauc,5,5,5,5,7,7,7,7,459d25
female,cauc,1980 Q3,regular,regular,regular,regular,402,447,557,614,439,488,512,536,non-free,free,non-free,non-free,rural,rural,rural,rural,master,bachelor,bachelor,bachelor,level1,level1,level1,level1,17,6,12,14,cauc,cauc,cauc,cauc,12,12,12,12,34,34,34,34,19ced9
male,cauc,1979 Q4,regular,regular,regular,regular,456,590,627,604,506,592,632,601,non-free,non-free,non-free,non-free,rural,rural,rural,rural,master,bachelor,bachelor,master,level1,level1,notladder,level1,12,15,10,13,cauc,cauc,afam,cauc,36,36,36,36,72,72,72,72,fad60c
male,cauc,1979 Q4,regular+aide,small,small,small,451,490,552,587,520,584,593,626,non-free,non-free,non-free,non-free,suburban,suburban,suburban,suburban,bachelor,bachelor,bachelor,master,level1,apprentice,apprentice,level1,18,13,2,6,cauc,cauc,cauc,cauc,22,22,22,22,52,52,52,52,414455
female,cauc,1980 Q2,regular,regular+aide,regular+aide,regular+aide,447,604,684,675,520,653,699,700,non-free,non-free,non-free,non-free,suburban,suburban,suburban,suburban,master,bachelor,master,master,level1,apprentice,notladder,level1,22,1,22,15,cauc,cauc,cauc,cauc,28,28,28,28,61,61,61,61,1cf154
female,afam,1980 Q2,small,small,small,small,411,519,650,612,454,484,599,579,free,free,free,free,suburban,suburban,suburban,suburban,bachelor,bachelor,bachelor,bachelor,level1,level1,notladder,level1,11,4,28,11,afam,cauc,cauc,cauc,11,11,11,11,23,23,23,23,b3e616
male,afam,1979 Q4,regular,regular,regular,regular,448,558,631,618,459,553,579,620,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,bachelor,bachelor,bachelor,level1,level1,notladder,level1,8,23,23,21,cauc,cauc,cauc,cauc,3,3,3,3,3,3,3,3,ec0ef9
male,cauc,1980 Q2,regular+aide,regular+aide,regular+aide,regular+aide,424,530,618,620,513,549,699,667,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,bachelor,bachelor,master,level1,level1,level1,level1,3,8,13,4,cauc,cauc,cauc,cauc,32,32,32,32,66,66,66,66,1b1b00
female,cauc,1980 Q3,regular,regular,regular,regular,443,571,611,618,463,535,674,651,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,bachelor,master,bachelor,level1,level1,level1,level1,20,4,19,22,cauc,cauc,cauc,cauc,31,31,31,31,64,64,64,64,549584
male,cauc,1979 Q4,regular,regular+aide,regular+aide,regular+aide,422,629,596,657,463,567,620,648,non-free,non-free,non-free,non-free,rural,rural,rural,rural,master,bachelor,bachelor,bachelor,level1,level1,level1,level1,6,9,15,15,cauc,cauc,cauc,cauc,30,30,30,30,63,63,63,63,bd7407
male,afam,1979 Q3,regular+aide,regular,regular,small,405,487,544,567,494,500,548,591,free,free,free,free,suburban,suburban,suburban,suburban,bachelor,master,bachelor,bachelor,level1,level1,level1,level1,5,13,17,9,afam,cauc,cauc,cauc,22,22,22,22,51,51,51,51,1f9db3
male,cauc,1979 Q4,small,small,small,small,418,553,582,636,459,532,541,601,non-free,non-free,non-free,non-free,rural,rural,rural,rural,master,master,master,master,level1,level1,level1,level1,8,10,18,11,cauc,cauc,afam,cauc,24,24,24,24,57,57,57,57,39090d
female,cauc,1980 Q3,regular,regular+aide,regular+aide,regular+aide,495,604,631,670,528,553,620,667,non-free,non-free,non-free,non-free,suburban,suburban,suburban,suburban,master+,master,bachelor,bachelor,level1,level1,level1,level1,13,20,12,14,cauc,cauc,cauc,afam,22,22,22,22,51,51,51,51,39689c
female,cauc,1980 Q1,small,small,small,small,463,544,555,602,473,520,515,559,non-free,non-free,non-free,non-free,suburban,suburban,suburban,suburban,master,bachelor,bachelor,bachelor,level1,level1,probation,level1,8,9,3,19,cauc,cauc,cauc,cauc,25,25,25,25,58,58,58,58,882db7
female,cauc,1981 Q4,regular,small,small,small,554,629,709,728,626,584,721,726,non-free,non-free,non-free,non-free,rural,rural,rural,rural,master,bachelor,specialist,specialist,level1,level1,level3,level1,11,14,17,13,cauc,cauc,cauc,cauc,39,39,39,39,75,75,75,75,db4314
female,cauc,1980 Q3,regular+aide,regular,regular,regular,453,564,602,608,513,545,590,639,non-free,non-free,non-free,non-free,suburban,suburban,suburban,suburban,bachelor,master,specialist,master,level1,notladder,level1,level1,16,18,15,20,cauc,cauc,cauc,cauc,17,17,17,17,41,41,41,41,dcf7f4
female,cauc,1980 Q1,small,small,small,small,458,604,622,661,576,562,659,663,non-free,non-free,non-free,non-free,rural,rural,rural,rural,specialist,bachelor,bachelor,bachelor,level1,level1,level1,apprentice,14,39,8,0,cauc,afam,cauc,cauc,1,1,1,1,1,1,1,1,d779a4
female,cauc,1980 Q1,regular,regular,small,small,445,544,622,631,449,515,559,616,non-free,non-free,non-free,non-free,rural,rural,rural,rural,master,master,bachelor,bachelor,level1,level1,level1,level1,13,5,5,22,cauc,cauc,cauc,cauc,39,39,39,39,75,75,75,75,f44b76
male,cauc,1980 Q1,regular,regular,regular,regular,422,579,602,602,536,553,577,601,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,bachelor,bachelor,bachelor,level1,level1,level1,probation,20,32,9,0,cauc,cauc,cauc,cauc,9,9,9,9,12,12,12,12,91e67f
female,afam,1980 Q3,small,small,small,small,397,604,611,680,412,545,611,684,free,free,free,free,inner-city,inner-city,inner-city,inner-city,bachelor,bachelor,bachelor,master,apprentice,level1,level1,level1,2,38,10,29,afam,afam,afam,afam,11,11,11,11,16,16,16,16,447b51
male,afam,1980 Q2,regular,regular+aide,regular,regular+aide,467,488,575,644,528,529,584,631,free,free,free,non-free,inner-city,inner-city,inner-city,inner-city,bachelor,bachelor,master,bachelor,level1,level1,probation,level1,12,24,24,25,afam,afam,afam,afam,11,11,11,11,27,27,27,27,cf3833
female,cauc,1980 Q2,small,small,small,small,492,590,622,633,602,584,639,678,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,bachelor,master,bachelor,level1,apprentice,level2,level1,4,2,28,36,cauc,cauc,cauc,cauc,16,16,16,16,40,40,40,40,8e7dad
female,cauc,1980 Q2,regular,regular+aide,regular+aide,regular+aide,453,604,709,670,513,612,639,711,non-free,non-free,non-free,non-free,suburban,suburban,suburban,suburban,master,master,master,master,level1,level1,level1,level1,22,29,12,6,cauc,cauc,cauc,cauc,28,28,28,28,61,61,61,61,18813a
male,cauc,1980 Q3,regular,regular,regular,regular,443,579,596,641,559,538,593,622,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,bachelor,bachelor,bachelor,level1,level1,notladder,level1,8,23,23,21,cauc,cauc,cauc,cauc,3,3,3,3,3,3,3,3,ddb5e8
male,cauc,1979 Q2,regular,regular+aide,regular+aide,regular+aide,430,536,618,620,468,545,577,636,free,free,free,free,suburban,suburban,suburban,suburban,master,master,master,master,level1,level1,level1,level1,22,29,12,6,cauc,cauc,cauc,cauc,28,28,28,28,61,61,61,61,4cc39d
female,cauc,1980 Q3,regular,regular,regular,small,495,579,643,629,528,542,632,608,non-free,non-free,free,non-free,rural,rural,rural,rural,bachelor,master,bachelor,bachelor,level1,level1,level1,level2,19,13,19,9,cauc,cauc,cauc,cauc,37,37,37,37,73,73,73,73,38e0b9
female,cauc,1980 Q3,regular,regular,regular,regular,437,604,622,661,513,653,648,659,non-free,non-free,non-free,non-free,rural,rural,rural,rural,master,bachelor,bachelor,master,level1,level1,notladder,level1,12,15,10,13,cauc,cauc,afam,cauc,36,36,36,36,72,72,72,72,dd72e8
female,cauc,1980 Q2,regular,regular,regular,regular,465,629,618,573,484,507,593,651,free,non-free,free,non-free,rural,rural,rural,rural,bachelor,bachelor,bachelor,bachelor,level1,level3,level1,level1,16,11,31,7,cauc,cauc,cauc,cauc,35,35,35,35,69,69,69,69,d7c07b
female,cauc,1980 Q1,regular,regular,regular,regular,425,482,518,554,478,515,548,541,free,free,non-free,free,rural,rural,rural,rural,bachelor,bachelor,bachelor,master,level1,level1,notladder,level1,8,8,10,13,cauc,cauc,afam,cauc,36,36,36,36,72,72,72,72,faec36
male,afam,1980 Q3,regular,regular+aide,regular+aide,regular,424,460,500,552,434,484,504,574,free,free,free,free,inner-city,inner-city,inner-city,inner-city,bachelor,master,bachelor,bachelor,level1,level3,level1,level1,24,24,11,20,afam,afam,cauc,cauc,11,11,11,11,22,22,22,22,04e669
male,cauc,1980 Q2,small,small,small,small,398,544,571,585,454,515,540,577,free,free,free,free,rural,rural,rural,rural,bachelor,bachelor,bachelor,bachelor,level1,level1,level1,level3,19,7,32,17,cauc,cauc,cauc,cauc,31,31,31,31,64,64,64,64,c2dbdd
female,cauc,1980 Q3,small,small,small,small,456,530,577,636,494,584,563,614,free,non-free,non-free,non-free,urban,urban,urban,urban,master,bachelor,bachelor,master,level1,level1,level1,level1,7,20,12,19,cauc,cauc,cauc,cauc,6,6,6,6,9,9,9,9,9.27E+05
male,cauc,1980 Q1,regular+aide,regular+aide,regular+aide,regular+aide,455,512,618,595,520,518,620,604,non-free,non-free,non-free,non-free,suburban,suburban,suburban,suburban,bachelor,bachelor,master,bachelor,level1,level1,level1,level1,17,27,9,8,cauc,cauc,cauc,cauc,25,25,25,25,58,58,58,58,362c2b
female,cauc,1980 Q3,regular,regular+aide,regular+aide,regular+aide,461,629,643,636,478,542,626,631,free,free,free,free,urban,urban,urban,urban,master+,master,master,bachelor,level1,level1,level1,level1,13,15,20,20,cauc,cauc,cauc,cauc,27,27,27,27,60,60,60,60,254074
male,cauc,1980 Q2,regular+aide,regular,regular,regular,456,629,631,675,528,572,639,684,non-free,non-free,non-free,non-free,rural,rural,rural,rural,master+,bachelor,bachelor,bachelor,level1,level1,probation,notladder,12,21,0,23,cauc,cauc,cauc,cauc,30,30,30,30,63,63,63,63,00843f
male,cauc,1980 Q3,regular,regular+aide,regular+aide,regular+aide,411,564,596,644,473,488,570,631,free,free,free,free,urban,urban,urban,urban,master,bachelor,bachelor,master,level1,level1,level2,level1,6,7,12,19,cauc,afam,cauc,cauc,2,2,2,2,2,2,2,2,f1e261
male,afam,1979 Q4,regular,regular+aide,regular+aide,regular+aide,411,487,523,595,468,486,561,589,free,free,free,free,inner-city,inner-city,inner-city,inner-city,master+,master,master,master,level1,level1,level3,level1,8,4,16,11,cauc,cauc,cauc,afam,11,11,11,11,16,16,16,16,88489
female,cauc,1979 Q4,regular,regular+aide,regular+aide,regular+aide,565,604,684,661,559,578,648,636,non-free,non-free,non-free,non-free,urban,urban,urban,urban,bachelor,master,master,master,level1,level1,level1,level1,3,14,18,36,cauc,cauc,cauc,cauc,7,7,7,7,10,10,10,10,b2bf98
male,cauc,1980 Q2,regular+aide,regular,regular,regular,443,564,588,624,528,592,603,672,non-free,non-free,non-free,non-free,suburban,suburban,suburban,suburban,master,master,bachelor,master,level1,level1,level1,level2,14,5,23,9,cauc,cauc,cauc,cauc,12,12,12,12,36,36,36,36,745086
male,afam,1980 Q3,regular,regular+aide,regular,regular,411,478,564,577,536,510,559,556,free,free,free,free,suburban,suburban,suburban,suburban,master,bachelor,bachelor,master,level1,apprentice,level1,notladder,24,2,3,14,cauc,afam,afam,afam,18,18,18,18,44,44,44,44,be183a
female,cauc,1980 Q2,regular+aide,regular,regular,regular,434,514,586,629,463,497,584,620,free,non-free,non-free,non-free,rural,rural,rural,rural,master,bachelor,master,bachelor,level1,level1,level1,level1,9,8,9,24,cauc,cauc,cauc,cauc,31,31,31,31,65,65,65,65,b3d513
female,afam,1980 Q1,regular,regular,regular,small,474,485,559,599,500,523,550,561,free,free,free,free,rural,rural,rural,rural,bachelor,bachelor,bachelor,bachelor,level2,level1,level1,probation,10,5,31,0,cauc,cauc,cauc,cauc,34,34,34,34,68,68,68,68,986785
male,cauc,1979 Q4,regular,regular+aide,regular+aide,regular+aide,424,553,602,590,506,553,615,622,free,free,free,free,rural,rural,rural,rural,master,bachelor,bachelor,bachelor,level1,level1,level1,level1,6,16,8,15,cauc,cauc,cauc,cauc,30,30,30,30,63,63,63,63,3277f2
male,cauc,1980 Q3,regular+aide,regular,small,small,448,564,684,665,506,562,632,645,non-free,non-free,non-free,non-free,suburban,suburban,suburban,suburban,master+,bachelor,bachelor,bachelor,level1,level1,level1,level1,12,7,16,9,cauc,cauc,afam,cauc,22,22,22,22,51,51,51,51,10d7e2
female,cauc,1980 Q1,regular,regular,regular,regular,405,451,569,661,429,500,599,603,non-free,non-free,non-free,non-free,rural,rural,rural,rural,master,bachelor,bachelor,master,level1,level1,level1,level1,13,5,15,9,cauc,cauc,cauc,cauc,24,24,24,24,56,56,56,56,f57c5b
